1	1	1	1	1	405.18
2	1	1	2	1	453.30
3	1	1	3	1	868.81
4	1	1	4	1	425.61
5	1	1	5	1	267.48
6	1	1	6	1	719.81
7	1	1	7	1	707.64
8	1	1	8	1	165.82
9	1	1	9	1	296.57
10	1	1	10	1	1307.55
11	1	1	11	1	647.06
12	1	1	12	1	1593.04
13	1	1	13	1	1468.92
14	1	1	14	1	1011.93
15	1	1	15	1	1246.72
16	1	1	16	1	336.55
17	1	1	17	1	883.36
18	1	1	18	1	326.85
19	1	1	19	1	497.11
20	1	1	20	1	474.83
21	1	1	1	2	703.79
22	1	1	2	2	808.51
23	1	1	3	2	336.69
24	1	1	4	2	572.27
25	1	1	5	2	377.53
26	1	1	6	2	886.94
27	1	1	7	2	203.79
28	1	1	8	2	824.44
29	1	1	9	2	334.70
30	1	1	10	2	388.80
31	1	1	11	2	1776.21
32	1	1	12	2	555.64
33	1	1	13	2	1436.83
34	1	1	14	2	464.52
35	1	1	15	2	247.17
36	1	1	16	2	922.34
37	1	1	17	2	893.74
38	1	1	18	2	458.34
39	1	1	19	2	483.74
40	1	1	20	2	263.70
41	1	1	1	3	1439.18
42	1	1	2	3	398.43
43	1	1	3	3	955.38
44	1	1	4	3	117.06
45	1	1	5	3	315.60
46	1	1	6	3	435.36
47	1	1	7	3	36.67
48	1	1	8	3	901.56
49	1	1	9	3	271.44
50	1	1	10	3	324.78
51	1	1	11	3	692.30
52	1	1	12	3	1202.18
53	1	1	13	3	226.37
54	1	1	14	3	1093.80
55	1	1	15	3	1657.57
56	1	1	16	3	285.75
57	1	1	17	3	789.74
58	1	1	18	3	326.90
59	1	1	19	3	726.05
60	1	1	20	3	902.71
61	1	1	1	4	1355.16
62	1	1	2	4	779.88
63	1	1	3	4	88.13
64	1	1	4	4	136.91
65	1	1	5	4	827.17
66	1	1	6	4	133.74
67	1	1	7	4	969.95
68	1	1	8	4	513.71
69	1	1	9	4	53.49
70	1	1	10	4	214.47
71	1	1	11	4	249.51
72	1	1	12	4	1807.20
73	1	1	13	4	1296.32
74	1	1	14	4	1906.96
75	1	1	15	4	745.87
76	1	1	16	4	792.22
77	1	1	17	4	104.16
78	1	1	18	4	362.66
79	1	1	19	4	888.02
80	1	1	20	4	145.34
81	1	1	1	5	942.31
82	1	1	2	5	195.77
83	1	1	3	5	311.32
84	1	1	4	5	221.29
85	1	1	5	5	206.62
86	1	1	6	5	576.13
87	1	1	7	5	47.13
88	1	1	8	5	931.33
89	1	1	9	5	890.15
90	1	1	10	5	412.61
91	1	1	11	5	17.89
92	1	1	12	5	951.41
